invoice_id,branch,city,customer_type,gender,product_line,unit_price,quantity,total,date,time,payment_method,rating
640-48-5028,D,San Jose,Member,Female,Home and lifestyle,88.39,9,835.29,02/03/19,12:40:00,Cash,6.3
186-79-9562,E,Houston,Normal,Male,Health and beauty,71.77,7,527.51,29/03/19,14:06:00,Cash,8.9
834-45-5519,B,Houston,Normal,Female,Electronic accessories,43,4,180.60,31/01/19,20:48:00,Ewallet,7.6
162-65-8559,E,Dallas,Member,Male,Food and beverages,68.98,1,72.43,21/01/19,20:13:00,Cash,4.8
760-27-5490,C,San Diego,Normal,Male,Fashion accessories,15.62,8,131.21,20/01/19,20:37:00,Ewallet,9.1
445-30-9252,D,Los Angeles,Normal,Male,Sports and travel,25.7,3,80.96,17/01/19,17:59:00,Ewallet,6.1
786-94-2700,E,San Antonio,Member,Male,Food and beverages,80.62,6,507.91,28/02/19,20:18:00,Cash,9.1
728-88-7867,C,San Diego,Member,Female,Home and lifestyle,75.53,4,317.23,19/03/19,15:52:00,Ewallet,8.3
183-21-3799,E,Houston,Normal,Female,Electronic accessories,77.63,9,733.60,19/02/19,15:14:00,Ewallet,7.2
268-20-3585,B,San Diego,Normal,Female,Health and beauty,13.85,9,130.88,04/02/19,12:50:00,Ewallet,6
735-32-9839,E,Philadelphia,Member,Male,Fashion accessories,98.7,8,829.08,31/01/19,10:36:00,Ewallet,8.5
258-92-7466,B,Houston,Normal,Female,Health and beauty,35.68,5,187.32,06/02/19,18:33:00,Credit card,6.6
857-16-3520,C,San Diego,Member,Female,Fashion accessories,71.46,7,525.23,28/03/19,16:06:00,Ewallet,4.5
482-17-1179,C,Chicago,Member,Male,Electronic accessories,11.94,3,37.61,19/01/19,12:47:00,Credit card,8.1
788-21-5741,B,Chicago,Normal,Male,Fashion accessories,45.38,3,142.95,17/02/19,13:34:00,Credit card,7.2
821-14-9046,C,Philadelphia,Member,Female,Fashion accessories,17.48,6,110.12,18/01/19,15:04:00,Credit card,6.1
418-05-0656,B,San Jose,Normal,Female,Fashion accessories,25.56,7,187.87,02/02/19,20:42:00,Cash,7.1
678-79-0726,D,Los Angeles,Member,Female,Sports and travel,90.63,9,856.45,18/01/19,15:28:00,Cash,5.1
776-68-1096,D,Chicago,Normal,Male,Home and lifestyle,44.12,3,138.98,18/03/19,13:45:00,Credit card,7.9
592-46-1692,B,Chicago,Member,Female,Food and beverages,36.77,7,270.26,11/01/19,20:10:00,Cash,7.4
434-35-9162,B,San Diego,Member,Male,Food and beverages,23.34,4,98.03,04/02/19,18:53:00,Ewallet,7.4
149-14-0304,D,Chicago,Member,Female,Health and beauty,28.5,8,239.40,06/02/19,14:24:00,Cash,6.6
442-44-6497,C,Chicago,Member,Male,Home and lifestyle,55.57,3,175.05,08/01/19,11:42:00,Credit card,5.9
174-64-0215,C,Chicago,Normal,Male,Sports and travel,69.74,10,732.27,05/03/19,17:49:00,Credit card,8.9
210-74-9613,E,Los Angeles,Normal,Male,Fashion accessories,97.26,4,408.49,16/03/19,15:33:00,Ewallet,6.8
299-29-0180,E,San Antonio,Member,Female,Home and lifestyle,52.18,7,383.52,09/03/19,10:54:00,Cash,9.3
247-11-2470,C,San Jose,Member,Female,Fashion accessories,22.32,4,93.74,01/03/19,16:23:00,Credit card,4.4
635-28-5728,B,San Antonio,Normal,Male,Health and beauty,56,3,176.40,28/02/19,19:33:00,Ewallet,4.8
756-49-0168,D,San Diego,Member,Male,Fashion accessories,19.7,1,20.69,08/02/19,11:39:00,Ewallet,9.5
438-23-1242,D,San Antonio,Normal,Male,Electronic accessories,75.88,7,557.72,24/01/19,10:38:00,Ewallet,8.9
238-45-6950,C,Philadelphia,Member,Male,Food and beverages,53.72,1,56.41,01/03/19,20:03:00,Ewallet,6.4
607-65-2441,C,San Jose,Member,Male,Health and beauty,81.95,10,860.48,10/03/19,12:39:00,Credit card,6
386-27-7606,B,San Jose,Member,Female,Home and lifestyle,81.2,7,596.82,23/03/19,15:59:00,Credit card,8.1
137-63-5492,B,Philadelphia,Normal,Male,Electronic accessories,58.76,10,616.98,29/01/19,14:26:00,Ewallet,9
197-77-7132,B,New York,Member,Male,Electronic accessories,91.56,8,769.10,12/01/19,18:22:00,Ewallet,6
805-86-0265,E,San Diego,Normal,Male,Home and lifestyle,93.96,9,887.92,20/03/19,11:32:00,Cash,9.8
733-29-1227,E,Los Angeles,Normal,Male,Home and lifestyle,55.61,7,408.73,23/03/19,12:41:00,Cash,8.5
451-73-2711,C,Philadelphia,Normal,Male,Food and beverages,84.83,1,89.07,14/01/19,15:20:00,Ewallet,8.8
373-14-0504,E,San Jose,Member,Female,Sports and travel,71.63,2,150.42,12/02/19,14:33:00,Ewallet,8.8
546-80-2899,B,Chicago,Member,Male,Home and lifestyle,37.69,2,79.15,20/02/19,15:29:00,Ewallet,9.5
345-68-9016,B,San Diego,Member,Female,Sports and travel,31.67,8,266.03,02/01/19,16:19:00,Credit card,5.6
390-17-5806,B,Philadelphia,Member,Female,Food and beverages,38.42,1,40.34,02/02/19,16:33:00,Cash,8.6
457-13-1708,B,San Jose,Member,Male,Fashion accessories,65.23,10,684.92,08/01/19,19:07:00,Credit card,5.2
664-14-2882,D,Philadelphia,Member,Female,Home and lifestyle,10.53,5,55.28,30/01/19,14:43:00,Credit card,5.8
487-79-6868,E,Chicago,Member,Female,Home and lifestyle,12.29,9,116.14,26/03/19,19:28:00,Credit card,8
314-23-4520,D,Dallas,Member,Male,Health and beauty,81.23,7,597.04,15/01/19,20:44:00,Cash,9
210-30-7976,E,Los Angeles,Member,Female,Fashion accessories,22.32,4,93.74,14/03/19,11:16:00,Ewallet,4.1
585-86-8361,B,Philadelphia,Normal,Female,Food and beverages,27.28,5,143.22,03/02/19,10:31:00,Credit card,8.6
807-14-7833,C,New York,Member,Female,Electronic accessories,17.42,10,182.91,22/02/19,12:30:00,Ewallet,7
775-72-1988,D,San Antonio,Normal,Male,Home and lifestyle,73.28,5,384.72,24/01/19,15:05:00,Ewallet,8.4
288-38-3758,E,Philadelphia,Member,Female,Fashion accessories,84.87,3,267.34,25/01/19,18:30:00,Ewallet,7.4
652-43-6591,B,San Antonio,Normal,Female,Fashion accessories,97.29,8,817.24,09/03/19,13:18:00,Credit card,6.2
785-96-0615,E,Houston,Member,Female,Electronic accessories,35.74,8,300.22,17/02/19,15:28:00,Ewallet,4.9
406-46-7107,E,Chicago,Normal,Female,Home and lifestyle,96.52,6,608.08,11/01/19,11:52:00,Cash,4.5
250-17-5703,D,Philadelphia,Member,Male,Food and beverages,18.85,10,197.93,27/02/19,18:24:00,Ewallet,5.6
156-95-3964,C,San Antonio,Normal,Female,Food and beverages,55.39,4,232.64,25/03/19,15:19:00,Ewallet,8
842-40-8179,C,Los Angeles,Member,Female,Food and beverages,77.2,10,810.60,11/02/19,10:38:00,Credit card,5.6
525-09-8450,D,San Jose,Normal,Male,Electronic accessories,72.13,10,757.37,31/01/19,15:12:00,Credit card,4.2
410-67-1709,B,San Jose,Member,Female,Fashion accessories,63.88,8,536.59,20/01/19,17:48:00,Ewallet,9.9
587-73-4862,E,San Diego,Member,Female,Health and beauty,10.69,5,56.12,26/03/19,11:07:00,Ewallet,7.6
787-87-2010,E,Los Angeles,Member,Male,Health and beauty,55.5,4,233.10,20/01/19,15:48:00,Credit card,6.6
593-14-4239,B,Chicago,Normal,Female,Home and lifestyle,95.46,8,801.86,05/03/19,19:40:00,Ewallet,4.7
801-88-0346,E,Chicago,Normal,Female,Fashion accessories,76.06,3,239.59,05/01/19,20:30:00,Credit card,9.8
388-76-2555,C,New York,Normal,Male,Sports and travel,13.69,6,86.25,13/02/19,13:59:00,Cash,6.3
711-31-1234,D,Dallas,Normal,Female,Electronic accessories,95.64,4,401.69,16/03/19,18:51:00,Cash,7.9
886-54-6089,E,Phoenix,Normal,Female,Home and lifestyle,11.43,6,72.01,15/01/19,17:24:00,Cash,7.7
707-32-7409,E,New York,Member,Female,Sports and travel,95.54,4,401.27,26/02/19,11:58:00,Ewallet,4.5
759-98-4285,E,Phoenix,Member,Female,Health and beauty,85.87,7,631.14,27/02/19,19:01:00,Credit card,8
201-63-8275,D,Los Angeles,Member,Female,Sports and travel,67.99,7,499.73,17/02/19,16:50:00,Ewallet,5.7
471-06-8611,B,Chicago,Normal,Female,Food and beverages,52.42,1,55.04,06/02/19,10:22:00,Credit card,6.3
200-16-5952,E,Dallas,Member,Male,Food and beverages,65.65,2,137.87,17/01/19,16:46:00,Cash,6
120-54-2248,B,San Antonio,Normal,Female,Food and beverages,28.86,5,151.52,22/01/19,18:08:00,Credit card,8
102-77-2261,E,San Diego,Member,Male,Health and beauty,65.31,7,480.03,05/03/19,18:02:00,Credit card,4.2
875-31-8302,C,Houston,Normal,Male,Sports and travel,93.38,1,98.05,03/01/19,13:07:00,Cash,9.6
102-06-2002,C,New York,Member,Male,Sports and travel,25.25,5,132.56,20/03/19,17:52:00,Cash,6.1
457-94-0464,D,San Antonio,Member,Male,Electronic accessories,87.87,9,830.37,31/01/19,20:32:00,Ewallet,5.6
629-42-4133,B,San Antonio,Normal,Male,Health and beauty,21.8,8,183.12,19/02/19,19:24:00,Cash,8.3
534-53-3526,C,Dallas,Normal,Female,Sports and travel,94.76,4,397.99,11/02/19,16:06:00,Ewallet,7.8
307-04-2070,D,Dallas,Member,Female,Fashion accessories,30.62,1,32.15,05/02/19,14:14:00,Credit card,4.1
468-99-7231,B,San Antonio,Normal,Female,Home and lifestyle,44.01,8,369.68,03/03/19,17:36:00,Cash,8.8
516-77-6464,C,San Antonio,Member,Female,Health and beauty,10.16,5,53.34,24/02/19,13:08:00,Ewallet,4.1
404-91-5964,B,Los Angeles,Normal,Male,Electronic accessories,74.58,7,548.16,04/02/19,16:09:00,Credit card,9
886-77-9084,B,Los Angeles,Normal,Male,Electronic accessories,71.89,8,603.88,19/02/19,11:33:00,Ewallet,5.5
790-38-4466,C,San Diego,Normal,Female,Health and beauty,10.99,5,57.70,23/01/19,10:18:00,Credit card,9.3
704-10-4056,C,Houston,Member,Male,Health and beauty,60.47,3,190.48,14/01/19,10:55:00,Credit card,5.6
497-37-6538,B,Philadelphia,Normal,Male,Sports and travel,58.91,7,432.99,17/01/19,15:15:00,Ewallet,9.7
651-96-5970,B,Houston,Normal,Male,Fashion accessories,46.41,1,48.73,03/03/19,20:06:00,Credit card,4
400-80-4065,D,Dallas,Member,Male,Health and beauty,68.55,4,287.91,15/02/19,20:21:00,Credit card,9.2
744-16-7898,C,San Jose,Normal,Female,Home and lifestyle,97.37,10,1022.39,15/01/19,13:48:00,Credit card,4.9
263-12-5321,B,San Antonio,Member,Male,Electronic accessories,92.6,7,680.61,27/02/19,12:52:00,Credit card,9.3
702-72-0487,B,Chicago,Normal,Female,Electronic accessories,46.61,2,97.88,26/02/19,12:28:00,Credit card,6.6
605-83-1050,E,New York,Normal,Male,Fashion accessories,27.18,2,57.08,15/03/19,16:26:00,Ewallet,4.3
443-60-9639,C,San Antonio,Member,Female,Home and lifestyle,60.87,1,63.91,24/01/19,13:24:00,Cash,5.5
864-24-7918,D,New York,Member,Female,Sports and travel,24.49,10,257.15,22/02/19,15:15:00,Cash,8.1
359-94-5395,D,San Antonio,Normal,Male,Health and beauty,92.78,1,97.42,15/03/19,10:50:00,Credit card,9.8
401-09-4232,C,Chicago,Member,Male,Home and lifestyle,86.69,5,455.12,11/02/19,18:38:00,Ewallet,9.4
751-15-6198,C,New York,Normal,Male,Sports and travel,23.01,6,144.96,12/01/19,16:45:00,Ewallet,7.9
324-41-6833,C,Philadelphia,Member,Female,Electronic accessories,30.2,8,253.68,03/03/19,19:30:00,Ewallet,5.1
474-33-8305,D,Philadelphia,Member,Male,Fashion accessories,67.39,7,495.32,23/03/19,13:23:00,Ewallet,6.9
759-29-9521,B,New York,Member,Female,Fashion accessories,48.96,9,462.67,04/03/19,11:27:00,Cash,8
831-81-6575,D,San Antonio,Member,Female,Electronic accessories,75.59,9,714.33,23/02/19,11:12:00,Cash,8
220-68-6701,B,San Diego,Normal,Female,Home and lifestyle,77.47,4,325.37,17/03/19,16:36:00,Cash,4.2
618-34-8551,B,Los Angeles,Normal,Female,Sports and travel,93.18,2,195.68,16/01/19,18:41:00,Credit card,8.5
257-60-7754,D,Phoenix,Normal,Female,Electronic accessories,50.23,4,210.97,08/01/19,17:12:00,Cash,9
559-61-5987,D,Houston,Normal,Female,Health and beauty,17.75,1,18.64,14/01/19,10:38:00,Cash,8.6
189-55-2313,A,Philadelphia,Normal,Female,Fashion accessories,62.18,10,652.89,31/01/19,10:33:00,Ewallet,6
565-91-4567,D,San Antonio,Normal,Male,Health and beauty,10.75,8,90.30,15/03/19,14:38:00,Ewallet,6.2
380-60-5336,C,San Jose,Normal,Female,Electronic accessories,40.26,10,422.73,24/02/19,18:06:00,Credit card,5
815-04-6282,A,San Antonio,Member,Female,Sports and travel,64.97,5,341.09,08/02/19,12:52:00,Credit card,6.5
674-56-6360,D,Los Angeles,Normal,Male,Electronic accessories,95.15,1,99.91,22/03/19,14:00:00,Cash,6
778-34-2523,A,Los Angeles,Member,Female,Electronic accessories,48.62,8,408.41,24/01/19,10:57:00,Cash,5
499-27-7781,D,Houston,Normal,Female,Food and beverages,53.21,8,446.96,14/03/19,16:45:00,Ewallet,5
477-59-2456,E,Dallas,Normal,Female,Fashion accessories,45.44,7,333.98,23/01/19,11:15:00,Cash,9.2
832-51-6761,D,Houston,Normal,Male,Food and beverages,33.88,8,284.59,19/01/19,20:29:00,Ewallet,9.6
869-11-3082,E,New York,Member,Male,Health and beauty,96.16,4,403.87,27/01/19,20:03:00,Credit card,8.4
190-59-3964,C,Phoenix,Member,Male,Food and beverages,47.16,5,247.59,03/02/19,14:35:00,Credit card,6
366-43-6862,B,Phoenix,Normal,Male,Electronic accessories,52.89,4,222.14,25/03/19,16:32:00,Ewallet,6.7
186-43-8965,A,Chicago,Member,Female,Home and lifestyle,47.68,2,100.13,24/02/19,10:10:00,Credit card,4.1
784-21-9238,E,Dallas,Member,Male,Sports and travel,10.17,1,10.68,07/02/19,14:15:00,Cash,5.9
276-75-6884,C,New York,Normal,Female,Health and beauty,68.71,3,216.44,04/03/19,10:05:00,Cash,8.7
109-86-4363,D,Phoenix,Member,Female,Sports and travel,60.08,7,441.59,14/02/19,11:36:00,Credit card,4.5
569-76-2760,B,San Antonio,Member,Female,Sports and travel,22.01,4,92.44,29/01/19,18:15:00,Credit card,6.6
222-42-0244,A,Philadelphia,Member,Female,Health and beauty,72.11,9,681.44,28/01/19,13:53:00,Credit card,7.7
760-53-9233,C,San Jose,Member,Male,Fashion accessories,41.28,3,130.03,26/03/19,18:37:00,Credit card,8.5
538-22-0304,D,San Jose,Normal,Male,Electronic accessories,64.95,10,681.98,24/03/19,18:27:00,Cash,5.2
416-17-9926,A,Houston,Member,Female,Electronic accessories,74.22,10,779.31,01/01/19,14:42:00,Credit card,4.3
237-44-6163,A,Philadelphia,Normal,Male,Electronic accessories,10.56,8,88.70,24/01/19,17:43:00,Cash,7.6
636-17-0325,D,San Diego,Normal,Male,Health and beauty,62.57,4,262.79,25/02/19,18:37:00,Cash,9.5
343-75-9322,E,Philadelphia,Member,Female,Sports and travel,11.85,8,99.54,09/01/19,16:34:00,Cash,4.1
528-14-9470,D,Houston,Member,Male,Health and beauty,91.3,1,95.87,14/02/19,14:42:00,Ewallet,9.2
427-45-9297,A,Dallas,Member,Female,Home and lifestyle,40.73,7,299.37,12/03/19,11:01:00,Ewallet,5.4
807-34-3742,B,Houston,Normal,Male,Fashion accessories,52.38,1,55.00,26/03/19,19:44:00,Cash,5.8
288-62-1085,E,Dallas,Member,Male,Fashion accessories,38.54,5,202.34,09/01/19,13:34:00,Ewallet,5.6
670-71-7306,E,San Diego,Normal,Male,Sports and travel,44.63,6,281.17,02/01/19,20:08:00,Credit card,5.1
660-29-7083,D,Phoenix,Normal,Male,Electronic accessories,55.87,10,586.64,15/01/19,15:01:00,Cash,5.8
271-77-8740,E,San Antonio,Member,Female,Sports and travel,29.22,6,184.09,01/01/19,11:40:00,Ewallet,5
497-36-0989,E,San Jose,Normal,Male,Fashion accessories,51.94,3,163.61,15/02/19,15:21:00,Cash,7.9
291-59-1384,C,New York,Normal,Male,Electronic accessories,60.3,1,63.32,28/02/19,17:38:00,Cash,6
860-73-6466,C,Chicago,Member,Female,Sports and travel,39.47,2,82.89,02/03/19,16:16:00,Credit card,5
549-23-9016,A,San Antonio,Member,Female,Food and beverages,14.87,2,31.23,13/02/19,18:15:00,Credit card,8.9
896-34-0956,A,Chicago,Normal,Male,Fashion accessories,21.32,1,22.39,26/01/19,12:43:00,Cash,5.9
804-38-3935,A,New York,Member,Male,Electronic accessories,93.78,3,295.41,30/01/19,11:32:00,Credit card,5.9
585-90-0249,E,Los Angeles,Member,Male,Electronic accessories,73.26,1,76.92,27/01/19,18:08:00,Ewallet,9.7
862-29-5914,E,Dallas,Normal,Female,Sports and travel,22.38,1,23.50,30/01/19,17:08:00,Credit card,8.6
845-94-6841,D,San Diego,Member,Female,Food and beverages,72.88,9,688.72,08/01/19,19:38:00,Cash,4
125-45-2293,D,Los Angeles,Normal,Female,Fashion accessories,99.1,6,624.33,19/01/19,13:11:00,Cash,4.2
843-73-4724,A,Phoenix,Normal,Male,Fashion accessories,74.1,1,77.81,25/01/19,11:05:00,Cash,9.2
409-33-9708,E,New York,Normal,Female,Fashion accessories,98.48,2,206.81,19/02/19,10:12:00,Ewallet,9.2
658-66-3967,B,Philadelphia,Normal,Male,Health and beauty,53.19,7,390.95,14/01/19,15:42:00,Ewallet,5
866-70-2814,B,Los Angeles,Normal,Female,Electronic accessories,52.79,10,554.30,25/02/19,11:58:00,Ewallet,10
160-22-2687,B,San Jose,Member,Female,Health and beauty,95.95,5,503.74,23/01/19,14:21:00,Ewallet,8.8
895-03-6665,D,Los Angeles,Normal,Female,Fashion accessories,36.51,9,345.02,16/02/19,10:52:00,Cash,4.2
770-42-8960,A,Houston,Normal,Male,Food and beverages,21.12,8,177.41,01/01/19,19:31:00,Cash,6.3
748-45-2862,D,San Jose,Member,Female,Home and lifestyle,28.31,4,118.90,07/03/19,18:35:00,Cash,8.2
234-36-2483,E,San Antonio,Normal,Male,Health and beauty,57.59,6,362.82,15/02/19,13:51:00,Cash,5.1
316-66-3011,A,Los Angeles,Member,Female,Food and beverages,47.63,9,450.10,23/01/19,12:35:00,Cash,5
848-95-6252,B,Phoenix,Member,Female,Home and lifestyle,86.27,1,90.58,20/02/19,13:24:00,Ewallet,7
840-76-5966,A,Los Angeles,Member,Male,Sports and travel,12.76,2,26.80,08/01/19,18:06:00,Ewallet,7.8
152-03-4217,A,San Antonio,Normal,Female,Home and lifestyle,11.28,9,106.60,17/03/19,11:55:00,Credit card,4.3
533-66-5566,B,Chicago,Normal,Female,Home and lifestyle,51.07,7,375.36,12/01/19,11:42:00,Cash,7
124-31-1458,B,New York,Member,Female,Electronic accessories,79.59,3,250.71,08/01/19,14:30:00,Cash,6.6
176-78-1170,B,San Diego,Member,Male,Health and beauty,33.81,3,106.50,26/01/19,15:11:00,Ewallet,7.3
361-59-0574,A,Los Angeles,Member,Male,Sports and travel,90.53,8,760.45,15/03/19,14:48:00,Credit card,6.5
101-81-4070,B,San Antonio,Member,Female,Health and beauty,62.82,2,131.92,17/01/19,12:36:00,Ewallet,4.9
631-34-1880,C,Phoenix,Member,Male,Food and beverages,24.31,3,76.58,08/01/19,19:09:00,Credit card,4.3
852-82-2749,C,San Diego,Normal,Male,Sports and travel,64.59,4,271.28,06/01/19,13:35:00,Ewallet,9.3
873-14-6353,E,Dallas,Member,Male,Food and beverages,24.82,7,182.43,16/02/19,10:33:00,Credit card,7.1
584-66-4073,B,New York,Normal,Male,Fashion accessories,56.5,1,59.33,13/03/19,15:45:00,Ewallet,9.6
544-55-9589,A,San Antonio,Member,Female,Electronic accessories,21.43,10,225.02,28/01/19,11:51:00,Cash,6.2
166-19-2553,D,Los Angeles,Member,Male,Sports and travel,89.06,6,561.08,18/01/19,17:26:00,Cash,9.9
737-88-5876,D,Dallas,Member,Male,Home and lifestyle,23.29,4,97.82,19/03/19,11:52:00,Credit card,5.9
154-87-7367,D,San Jose,Normal,Male,Home and lifestyle,65.26,8,548.18,15/03/19,14:04:00,Ewallet,6.3
885-56-0389,B,Chicago,Member,Male,Fashion accessories,52.35,1,54.97,12/02/19,17:49:00,Cash,4
608-05-3804,D,Philadelphia,Member,Male,Electronic accessories,39.75,1,41.74,25/02/19,20:19:00,Cash,6.1
448-61-3783,E,Los Angeles,Normal,Female,Electronic accessories,90.02,8,756.17,21/03/19,16:08:00,Credit card,4.5
761-49-0439,C,New York,Member,Female,Electronic accessories,12.1,8,101.64,19/01/19,10:17:00,Ewallet,8.6
490-95-0021,C,Los Angeles,Member,Female,Food and beverages,33.21,10,348.71,08/01/19,14:25:00,Ewallet,6
115-38-7388,D,Dallas,Member,Female,Fashion accessories,10.18,8,85.51,30/03/19,12:51:00,Credit card,9.5
311-13-6971,D,Dallas,Member,Male,Sports and travel,31.99,10,335.90,20/02/19,15:18:00,Credit card,9.9
291-55-6563,B,Philadelphia,Member,Female,Home and lifestyle,34.42,6,216.85,30/03/19,12:45:00,Ewallet,7.5
548-48-3156,B,Houston,Member,Female,Food and beverages,83.34,2,175.01,19/03/19,13:37:00,Cash,7.6
460-93-5834,C,Phoenix,Normal,Male,Sports and travel,45.58,7,335.01,13/01/19,10:03:00,Cash,5
325-89-4209,C,San Jose,Member,Male,Food and beverages,87.9,1,92.30,05/02/19,19:42:00,Ewallet,6.7
884-80-6021,B,Chicago,Member,Female,Electronic accessories,73.47,10,771.44,23/03/19,13:14:00,Ewallet,9.5
137-74-8729,A,Phoenix,Normal,Female,Fashion accessories,12.19,8,102.40,13/03/19,12:47:00,Ewallet,6.8
880-46-5796,A,Dallas,Member,Male,Sports and travel,76.92,10,807.66,17/03/19,19:53:00,Ewallet,5.6
389-70-2397,A,Philadelphia,Normal,Female,Health and beauty,83.66,5,439.22,21/02/19,10:26:00,Cash,7.2
114-35-5271,D,Los Angeles,Normal,Female,Electronic accessories,57.91,8,486.44,07/02/19,15:06:00,Cash,8.1
607-76-6216,A,Los Angeles,Member,Female,Fashion accessories,92.49,5,485.57,02/03/19,16:35:00,Credit card,8.6
715-20-1673,A,Los Angeles,Normal,Male,Electronic accessories,28.38,5,149.00,06/03/19,20:57:00,Cash,9.4
811-35-1094,A,Dallas,Member,Male,Electronic accessories,50.45,6,317.84,06/02/19,15:16:00,Credit card,8.9
699-88-1972,E,Houston,Normal,Male,Health and beauty,99.16,8,832.94,28/01/19,17:47:00,Credit card,4.2
781-84-8059,E,San Diego,Normal,Male,Fashion accessories,60.74,7,446.44,18/01/19,16:23:00,Ewallet,5
409-49-6995,A,Philadelphia,Member,Female,Food and beverages,47.27,6,297.80,05/02/19,10:17:00,Cash,8.8
725-54-0677,C,New York,Member,Male,Health and beauty,85.6,7,629.16,02/03/19,13:50:00,Cash,5.3
146-09-5432,E,Los Angeles,Member,Male,Food and beverages,35.04,9,331.13,09/02/19,19:17:00,Ewallet,4.6
377-79-7592,B,San Diego,Member,Female,Electronic accessories,44.84,9,423.74,14/01/19,14:00:00,Credit card,7.5
509-10-0516,D,San Antonio,Normal,Male,Home and lifestyle,45.97,4,193.07,09/02/19,12:02:00,Ewallet,5.1
595-94-9924,E,Dallas,Member,Female,Health and beauty,27.73,5,145.58,26/03/19,20:21:00,Credit card,4.2
865-41-9075,D,Philadelphia,Normal,Male,Food and beverages,11.53,7,84.75,28/01/19,17:35:00,Cash,8.1
545-07-8534,E,Chicago,Normal,Female,Health and beauty,58.32,2,122.47,14/02/19,12:42:00,Ewallet,6
118-62-1812,B,Los Angeles,Member,Female,Home and lifestyle,78.38,4,329.20,24/03/19,17:56:00,Cash,7.9
450-42-3339,C,San Diego,Normal,Male,Health and beauty,84.61,10,888.41,09/02/19,18:58:00,Credit card,8.8
851-98-3555,D,New York,Normal,Female,Health and beauty,82.88,5,435.12,24/03/19,14:08:00,Credit card,6.6
186-71-5196,B,San Diego,Member,Female,Food and beverages,79.54,2,167.03,27/03/19,16:30:00,Ewallet,6.2
624-01-8356,C,Dallas,Normal,Female,Home and lifestyle,49.01,10,514.61,27/01/19,10:44:00,Credit card,4.2
313-66-9943,E,New York,Member,Female,Food and beverages,29.15,3,91.82,27/03/19,20:29:00,Credit card,7.3
151-27-8496,B,New York,Normal,Female,Electronic accessories,56.13,4,235.75,19/01/19,11:43:00,Ewallet,8.6
453-33-6436,B,Chicago,Normal,Female,Home and lifestyle,93.12,8,782.21,07/02/19,10:09:00,Cash,6.8
522-57-8364,C,Los Angeles,Member,Male,Fashion accessories,51.34,8,431.26,31/01/19,10:00:00,Ewallet,7.6
459-45-2396,A,Houston,Member,Female,Food and beverages,99.6,3,313.74,25/02/19,18:45:00,Cash,5.8
717-96-4189,D,Dallas,Normal,Female,Electronic accessories,35.49,6,223.59,02/02/19,12:40:00,Cash,4.1
722-13-2115,D,New York,Member,Male,Sports and travel,42.85,1,44.99,14/03/19,15:36:00,Credit card,9.3
749-81-8133,E,Dallas,Normal,Female,Fashion accessories,94.67,4,397.61,11/03/19,12:04:00,Cash,6.8
777-67-2495,E,Chicago,Normal,Male,Home and lifestyle,68.97,3,217.26,22/02/19,11:26:00,Ewallet,8.7
636-98-3364,A,Philadelphia,Member,Female,Electronic accessories,26.26,3,82.72,02/03/19,12:36:00,Ewallet,6.3
246-55-6923,A,Philadelphia,Member,Female,Home and lifestyle,35.79,9,338.22,10/03/19,15:06:00,Credit card,5.1
181-82-6255,D,San Diego,Normal,Female,Home and lifestyle,16.37,6,103.13,08/02/19,10:58:00,Cash,7
838-02-1821,E,San Antonio,Member,Female,Home and lifestyle,12.73,2,26.73,22/02/19,12:10:00,Credit card,5.2
887-42-0517,A,San Antonio,Normal,Female,Sports and travel,83.14,7,611.08,10/01/19,10:31:00,Credit card,6.6
457-12-0244,E,Chicago,Member,Female,Sports and travel,35.22,6,221.89,14/03/19,13:49:00,Ewallet,6.5
226-34-0034,D,Philadelphia,Normal,Female,Electronic accessories,13.78,4,57.88,10/01/19,11:10:00,Ewallet,9
321-49-7382,E,Los Angeles,Member,Male,Sports and travel,88.31,1,92.73,15/02/19,17:38:00,Credit card,5.2
397-25-8725,C,San Jose,Member,Female,Health and beauty,39.62,9,374.41,13/01/19,17:54:00,Credit card,6.8
431-66-2305,D,Los Angeles,Normal,Female,Electronic accessories,88.25,9,833.96,15/02/19,20:51:00,Credit card,7.6
825-94-5922,A,San Jose,Normal,Male,Sports and travel,25.31,2,53.15,02/03/19,19:26:00,Ewallet,7.2
641-62-7288,C,New York,Normal,Male,Home and lifestyle,99.92,6,629.50,24/03/19,13:33:00,Ewallet,7.1
756-93-1854,D,Phoenix,Member,Female,Fashion accessories,83.35,2,175.04,02/02/19,14:05:00,Credit card,9.5
243-55-8457,C,New York,Normal,Female,Food and beverages,74.44,10,781.62,27/02/19,11:40:00,Ewallet,5.1
458-10-8612,E,Philadelphia,Normal,Male,Health and beauty,64.08,7,470.99,20/01/19,12:27:00,Ewallet,7.6
501-61-1753,A,San Diego,Normal,Female,Home and lifestyle,63.15,6,397.85,03/01/19,20:24:00,Ewallet,9.8
235-06-8510,B,San Antonio,Member,Male,Home and lifestyle,85.72,3,270.02,24/01/19,20:59:00,Ewallet,5.1
433-08-7822,A,Los Angeles,Normal,Female,Health and beauty,78.89,7,579.84,05/01/19,19:48:00,Ewallet,7.5
361-85-2571,D,Phoenix,Normal,Female,Sports and travel,89.48,5,469.77,30/03/19,10:18:00,Cash,7.4
131-70-8179,C,San Diego,Member,Female,Health and beauty,92.09,3,290.08,17/02/19,16:27:00,Cash,4.2
